 21 6373.865414 1.737E-28 1.041E-04.06930.089 1704.94190.73-.007809       2 1 1 23       1 0 0 01                    R 28e     566663342910 9 711    59.0   57.0,17659778,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=29;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=28;r=1;parity=+;kronigParity=e,#,0.000648,0.06936,0.00567,-0.007809,#,#,0.000648
 22 6373.867980 3.000E-29 4.437E-05.06960.091  943.70260.73-.007977       0 4 4 21       0 1 1 01                    P 27e     366663223110 9 711   106.0  110.0,18540509,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=2;J=26;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=27;r=1;parity=-;kronigParity=e,#,0.0,0.07022,0.00582,-0.007977,#,#,0.0
 21 6373.875507 4.934E-25 7.293E-03.07020.092  921.23810.73-.006545       3 1 1 12       0 1 1 01                    R 25e     666663342910 9 711    53.0   51.0,17659780,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=26;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=25;r=1;parity=-;kronigParity=e,#,-0.053083,0.07017,0.00591,-0.006545,#,#,-0.053083
 22 6373.883529 3.780E-28 1.622E-05.07700.105   60.87380.68-.006358       1 1 1 22       0 0 0 01                    Q 12e     366663243110 9 711    50.0   50.0,18540510,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=2;J=12;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=12;r=1;parity=+;kronigParity=e,#,0.019386,0.07802,0.00723,-0.006358,#,#,0.019386
 22 6373.905058 1.320E-30 1.269E-03.06500.072 2416.92310.73-.008202       3 2 2 11       0 2 2 01                    P 53f     365553243110 9 711   210.0  214.0,18540511,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=52;r=1;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=53;r=1;parity=+;kronigParity=f,#,0.0,0.0654,0.00517,-0.008202,#,#,0.0
 21 6373.921263 1.257E-29 1.596E-02.06720.081 3340.68530.75-.007607       4 2 2 12       1 2 2 01                    R 38e     466663342910 9 711    79.0   77.0,17659781,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=39;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=38;r=1;parity=+;kronigParity=e,#,0.0,0.06749,0.00521,-0.007607,#,#,0.0
 23 6373.933643 1.491E-30 1.695E-04.07870.107 1299.91680.68-.004850       4 0 0 12       1 0 0 02                    R 10e     366663243210 9 711    23.0   21.0,18540512,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=11;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=10;r=2;parity=+;kronigParity=e,#,0.0,0.07892,0.0073,-0.00485,#,#,0.0
 21 6374.036991 8.527E-28 6.469E-03.07260.097 2152.32960.71-.005959       3 3 3 12       0 3 3 01                    R 19e     466663342910 9 711    41.0   39.0,17659782,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=20;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=19;r=1;parity=-;kronigParity=e,#,-0.004098,0.07254,0.00647,-0.005959,#,#,-0.004098
 21 6374.064435 5.881E-27 2.860E-06.07310.099  133.43930.70-.005651       4 1 1 01       0 0 0 01                    P 18e     466663342910 9 711    35.0   37.0,17659783,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=17;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=18;r=1;parity=+;kronigParity=e,#,-0.005105,0.07404,0.00667,-0.005651,#,#,-0.005105
 21 6374.066237 2.584E-30 1.126E-03.06830.086 3086.65040.74-.006111       5 3 3 02       0 4 4 01                    R 32e     466663342910 9 711    67.0   65.0,17659784,ElecStateLabel=X;v1=5;v2=3;l2=3;v3=0;J=33;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=32;r=1;parity=+;kronigParity=e,#,-0.004996,0.06851,0.00543,-0.006111,#,#,-0.004996
 22 6374.066393 3.460E-28 1.620E-05.07870.108   42.92450.68-.006098       1 1 1 22       0 0 0 01                    Q 10e     366663243110 9 711    42.0   42.0,18540513,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=2;J=10;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=10;r=1;parity=+;kronigParity=e,#,0.010249,0.07986,0.00736,-0.006098,#,#,0.010249
 22 6374.101520 1.540E-30 1.409E-03.08850.118 1901.22910.69-.003500       4 1 1 12       1 1 1 02                    R  3e     366663243110 9 711    18.0   14.0,18540514,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=4;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=3;r=2;parity=-;kronigParity=e,#,0.0,0.08636,0.00747,-0.0035,#,#,0.0
 21 6374.155308 2.313E-26 7.009E-03.07220.096 1499.60730.71-.006063       3 2 2 12       0 2 2 01                    R 20e     566663342910 9 711    43.0   41.0,17659785,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=21;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=20;r=1;parity=+;kronigParity=e,#,-0.004802,0.07206,0.00637,-0.006063,#,#,-0.004802
 22 6374.174772 2.070E-30 1.660E-03.06530.072 2375.54150.74-.008156       3 2 2 11       0 2 2 01                    P 52e     365553243110 9 711   206.0  210.0,18540515,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=51;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=52;r=1;parity=+;kronigParity=e,#,0.0,0.0656,0.00516,-0.008156,#,#,0.0
 22 6374.217385 3.010E-28 1.620E-05.08080.111   28.09640.68-.005799       1 1 1 22       0 0 0 01                    Q  8e     366663243110 9 711    34.0   34.0,18540516,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=2;J=8;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=8;r=1;parity=+;kronigParity=e,#,-0.007705,0.08184,0.00745,-0.005799,#,#,-0.007705
 23 6374.254346 2.536E-30 3.088E-04.05930.067 1674.98490.70-.008810       3 0 0 11       0 0 0 01                    P 67e     365553243210 9 711   133.0  135.0,18540517,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=66;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=67;r=1;parity=-;kronigParity=e,#,0.005785,0.06223,0.00534,-0.00881,#,#,0.005785
 21 6374.260870 2.299E-30 2.865E-02.06530.072 3872.91460.73-.008536       5 0 0 12       2 0 0 01                    R 52e     465553342910 9 711   107.0  105.0,17659786,ElecStateLabel=X;v1=5;v2=0;l2=0;v3=1;J=53;r=2;kronigParity=e,ElecStateLabel=X;v1=2;v2=0;l2=0;v3=0;J=52;r=1;parity=+;kronigParity=e,#,-0.010656,0.0651,0.00517,-0.008536,#,#,-0.010656
 21 6374.274017 3.368E-29 3.764E-04.06960.090 2299.80410.73-.007670       2 2 2 23       0 3 3 01                    R 27e     466663342910 9 711    57.0   55.0,17659787,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=28;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=27;r=1;parity=-;kronigParity=e,#,0.0,0.06961,0.00575,-0.00767,#,#,0.0
 22 6374.279356 9.430E-29 5.781E-03.08340.114 1386.43000.68-.005557       4 0 0 11       1 0 0 01                    P  6e     366663243110 9 711    22.0   26.0,18540518,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=5;r=1;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=6;r=1;parity=+;kronigParity=e,#,-0.007297,0.08431,0.00749,-0.005557,#,#,-0.007297
 21 6374.309060 4.260E-28 1.946E-02.06720.081 2656.54690.75-.007607       4 1 1 12       1 1 1 01                    R 38f     566663342910 9 711    79.0   77.0,17659788,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=39;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=38;r=1;parity=-;kronigParity=f,#,0.0,0.06749,0.00521,-0.007607,#,#,0.0
 22 6374.336545 2.430E-28 1.616E-05.08340.114   16.38970.68-.005442       1 1 1 22       0 0 0 01                    Q  6e     366663243110 9 711    26.0   26.0,18540519,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=2;J=6;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=6;r=1;parity=+;kronigParity=e,#,-0.04576,0.08395,0.00749,-0.005442,#,#,-0.04576
 21 6374.340576 9.583E-30 1.895E-03.06700.081 2952.75970.75-.007546       3 0 0 21       0 0 0 11                    P 39e     466663342910 9 711    77.0   79.0,17659789,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=2;J=38;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=1;J=39;r=1;parity=-;kronigParity=e,#,0.006965,0.06777,0.00521,-0.007546,#,#,0.006965
 21 6374.375465 2.344E-24 7.354E-03.06660.078  704.30050.75-.007892       3 0 0 12       0 0 0 01                    R 42e     986563344510 9 711    87.0   85.0,17659790,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=43;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=42;r=1;parity=+;kronigParity=e,#,-0.011319,0.06686,0.00515,-0.006946,#,#,-0.011319
 21 6374.390043 2.940E-29 6.134E-03.07170.095 2853.28810.71-.006164       3 4 4 12       0 4 4 01                    R 21f     466663342910 9 711    45.0   43.0,17659791,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=22;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=21;r=1;parity=+;kronigParity=f,#,0.0,0.07162,0.00627,-0.006164,#,#,0.0
 22 6374.393014 1.410E-30 2.051E-03.06900.089 2376.34140.73-.008012       3 0 0 22       1 1 1 01                    P 29e     366663243110 9 711   114.0  118.0,18540520,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=2;J=28;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=29;r=1;parity=-;kronigParity=e,#,0.0,0.06968,0.00567,-0.008012,#,#,0.0
 23 6374.394632 1.833E-30 2.056E-06.06690.080  603.50330.75-.007641       2 2 2 11       0 0 0 01                    P 40e     466663243210 9 711    79.0   81.0,18540521,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=1;J=39;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=40;r=1;parity=+;kronigParity=e,#,0.0,0.06761,0.00519,-0.007641,#,#,0.0
 22 6374.423903 1.750E-28 1.612E-05.08660.118    7.80470.69-.005003       1 1 1 22       0 0 0 01                    Q  4e     366663243110 9 711    18.0   18.0,18540522,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=2;J=4;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=4;r=1;parity=+;kronigParity=e,#,0.0,0.08636,0.00747,-0.005003,#,#,0.0
 22 6374.479484 1.000E-28 1.615E-05.09050.123    2.34140.69-.004445       1 1 1 22       0 0 0 01                    Q  2e     366663243110 9 711    10.0   10.0,18540523,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=2;J=2;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=2;r=1;parity=+;kronigParity=e,#,0.0,0.09054,0.00738,-0.004445,#,#,0.0
 22 6374.496593 1.640E-30 6.616E-04.06600.075 2217.60370.74-.009087       2 1 1 22       0 2 2 01                    P 48e     366563243110 9 711   190.0  194.0,18540524,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=47;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=48;r=1;parity=+;kronigParity=e,#,0.012943,0.06632,0.00514,-0.009087,#,#,0.012943
 21 6374.503010 2.917E-28 1.939E-02.06680.079 2748.76860.75-.007822       4 1 1 12       1 1 1 01                    R 41e     566563342910 9 711    85.0   83.0,17659792,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=42;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=41;r=1;parity=-;kronigParity=e,#,0.0,0.06702,0.00516,-0.007822,#,#,0.0
 22 6374.558200 5.070E-26 1.945E-03.07550.102   81.94390.69-.005392       3 0 0 11       0 0 0 01                    R 14e     366663243110 9 711    62.0   58.0,18540525,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=15;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=14;r=1;parity=+;kronigParity=e,#,-0.000554,0.07561,0.00697,-0.005392,#,#,-0.000554
 21 6374.574807 2.932E-28 2.884E-07.06830.086  411.92250.74-.006199       3 3 3 01       0 0 0 01                    R 32e     466663342910 9 711    67.0   65.0,17659793,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=0;J=33;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=32;r=1;parity=+;kronigParity=e,#,0.0,0.06851,0.00543,-0.006199,#,#,0.0
 22 6374.598090 2.390E-30 4.914E-03.06810.086 2474.57020.74-.007255       4 1 1 11       1 1 1 01                    P 33e     366663243110 9 711   130.0  134.0,18540526,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=32;r=1;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=33;r=1;parity=-;kronigParity=e,#,0.0,0.0688,0.00543,-0.007255,#,#,0.0
 24 6374.613351 1.500E-30 7.142E-06.06720.081  560.82960.75-.006565       4 1 1 01       0 0 0 01                    R 38e     366663243210 9 711   474.0  462.0,18540527,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=39;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=38;r=1;parity=+;kronigParity=e,#,0.0,0.06749,0.00521,-0.006565,#,#,0.0
 23 6374.616722 1.561E-30 1.699E-04.07780.105 1308.01480.68-.004996       4 0 0 12       1 0 0 02                    R 11e     366663243210 9 711    25.0   23.0,18540528,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=12;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=11;r=2;parity=-;kronigParity=e,#,0.0,0.07802,0.00723,-0.004996,#,#,0.0
 21 6374.669314 2.494E-30 1.197E-03.06810.085 3112.57330.74-.006182       5 3 3 02       0 4 4 01                    R 33f     466663342910 9 711    69.0   67.0,17659794,ElecStateLabel=X;v1=5;v2=3;l2=3;v3=0;J=34;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=33;r=1;parity=+;kronigParity=f,#,-0.00509,0.06832,0.00538,-0.006182,#,#,-0.00509
 21 6374.686348 3.150E-29 3.785E-04.06930.089 2321.76500.73-.007766       2 2 2 23       0 3 3 01                    R 28f     466663342910 9 711    59.0   57.0,17659795,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=29;r=3;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=28;r=1;parity=-;kronigParity=f,#,0.0,0.06936,0.00567,-0.007766,#,#,0.0
 21 6374.690496 3.853E-30 9.773E-05.06270.069 2619.80750.72-.007689       5 1 1 02       1 0 0 02                    R 58e     465553342910 9 711   119.0  117.0,17659796,ElecStateLabel=X;v1=5;v2=1;l2=1;v3=0;J=59;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=58;r=2;parity=+;kronigParity=e,#,-0.007266,0.06381,0.00525,-0.007689,#,#,-0.007266
 21 6374.692884 8.300E-28 6.481E-03.07220.096 2168.02030.71-.006063       3 3 3 12       0 3 3 01                    R 20f     466663342910 9 711    43.0   41.0,17659797,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=21;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=20;r=1;parity=-;kronigParity=f,#,-0.004708,0.07206,0.00637,-0.006063,#,#,-0.004708
 23 6374.711603 1.767E-30 1.245E-05.07090.095  865.80490.72-.007652       2 0 0 23       0 1 1 01                    P 23e     366663243210 9 711    45.0   47.0,18540529,ElecStateLabel=X;v1=2;v2=0;l2=0;v3=2;J=22;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=23;r=1;parity=-;kronigParity=e,#,0.0,0.07158,0.00618,-0.007652,#,#,0.0
 21 6374.736710 4.806E-27 1.708E-02.06640.077 2160.30910.74-.008028       4 0 0 12       1 0 0 01                    R 44e     566563342910 9 711    91.0   89.0,17659798,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=45;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=44;r=1;parity=+;kronigParity=e,#,-0.011002,0.06654,0.00514,-0.008028,#,#,-0.011002
 21 6374.795110 2.238E-26 7.021E-03.07170.095 1516.05210.71-.006164       3 2 2 12       0 2 2 01                    R 21f     566663342910 9 711    45.0   43.0,17659799,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=22;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=21;r=1;parity=+;kronigParity=f,#,-0.005034,0.07162,0.00627,-0.006164,#,#,-0.005034
 21 6374.813898 7.865E-30 6.622E-06.06790.085 1801.01980.74-.008304       2 1 1 23       0 2 2 01                    P 34e     566663342910 9 711    67.0   69.0,17659800,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=33;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=34;r=1;parity=+;kronigParity=e,#,0.013756,0.06861,0.00538,-0.008304,#,#,0.013756
 21 6374.821915 1.848E-28 1.297E-04.06880.088 1750.96060.74-.007998       2 1 1 23       1 0 0 01                    R 30e     566663342910 9 711    63.0   61.0,17659801,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=31;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=30;r=1;parity=+;kronigParity=e,#,-0.000218,0.0689,0.00554,-0.007998,#,#,-0.000218
 22 6374.860922 1.940E-30 1.475E-03.08660.116 1904.37790.69-.003737       4 1 1 12       1 1 1 02                    R  4f     366663243110 9 711    22.0   18.0,18540530,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=5;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=4;r=2;parity=-;kronigParity=f,#,0.0,0.08508,0.00749,-0.003737,#,#,0.0
 21 6374.898099 9.373E-30 1.347E-02.06700.080 3371.22730.75-.007680       4 2 2 12       1 2 2 01                    R 39f     466663342910 9 711    81.0   79.0,17659802,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=40;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=39;r=1;parity=+;kronigParity=f,#,0.0,0.06733,0.00519,-0.00768,#,#,0.0
 22 6374.956450 3.590E-30 6.752E-03.06830.087 2449.76490.74-.007206       4 1 1 11       1 1 1 01                    P 32f     366663243110 9 711   126.0  130.0,18540531,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=31;r=1;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=32;r=1;parity=-;kronigParity=f,#,0.0,0.069,0.00549,-0.007206,#,#,0.0
 21 6374.960159 1.001E-29 1.634E-02.06690.080 3402.47930.75-.007752       4 2 2 12       1 2 2 01                    R 40e     466663342910 9 711    83.0   81.0,17659803,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=41;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=40;r=1;parity=+;kronigParity=e,#,0.0,0.06718,0.00517,-0.007752,#,#,0.0
 27 6374.968973 1.760E-30 2.199E-04.07130.095  175.46230.72-.006262       3 0 0 11       0 0 0 01                    R 22e     366663243110 9 711    47.0   45.0,18540532,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=23;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=22;r=1;parity=+;kronigParity=e,#,0.0,0.07121,0.00618,-0.006262,#,#,0.0
 21 6374.999103 7.693E-30 7.185E-06.06770.084 1828.41260.74-.008361       2 1 1 23       0 2 2 01                    P 35f     566663342910 9 711    69.0   71.0,17659804,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=34;r=3;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=35;r=1;parity=+;kronigParity=f,#,-0.000356,0.06843,0.00534,-0.008361,#,#,-0.000356
 21 6375.010472 4.343E-25 7.302E-03.06960.090  962.62570.73-.006725       3 1 1 12       0 1 1 01                    R 27e     666663342910 9 711    57.0   55.0,17659805,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=28;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=27;r=1;parity=-;kronigParity=e,#,0.05396,0.06961,0.00575,-0.006725,#,#,0.05396
 21 6375.052359 4.616E-25 7.275E-03.06990.091  941.97360.73-.006636       3 1 1 12       0 1 1 01                    R 26f     666663342910 9 711    55.0   53.0,17659806,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=27;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=26;r=1;parity=-;kronigParity=f,#,-0.065198,0.06988,0.00582,-0.006636,#,#,-0.065198
 22 6375.058995 2.490E-30 1.185E-03.06590.074 2255.88140.74-.009141       2 1 1 22       0 2 2 01                    P 49f     366563243110 9 711   194.0  198.0,18540533,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=48;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=49;r=1;parity=+;kronigParity=f,#,-0.000517,0.06614,0.00514,-0.009141,#,#,-0.000517
 21 6375.075559 2.813E-29 6.113E-03.07130.095 2870.57770.72-.006262       3 4 4 12       0 4 4 01                    R 22e     466663342910 9 711    47.0   45.0,17659807,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=23;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=22;r=1;parity=+;kronigParity=e,#,0.0,0.07121,0.00618,-0.006262,#,#,0.0
 23 6375.121743 3.209E-30 3.124E-04.05950.067 1625.79090.70-.008768       3 0 0 11       0 0 0 01                    P 66e     365553243210 9 711   131.0  133.0,18540534,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=65;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=66;r=1;parity=+;kronigParity=e,#,0.005622,0.06248,0.00533,-0.008768,#,#,0.005622
 21 6375.142962 2.974E-29 3.861E-04.06900.088 2344.50930.74-.007861       2 2 2 23       0 3 3 01                    R 29e     466663342910 9 711    61.0   59.0,17659808,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=30;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=29;r=1;parity=-;kronigParity=e,#,0.0,0.06912,0.00561,-0.007861,#,#,0.0
 23 6375.219868 1.864E-30 1.859E-06.06700.081  574.07900.75-.007593       2 2 2 11       0 0 0 01                    P 39e     366663243210 9 711    77.0   79.0,18540535,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=1;J=38;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=39;r=1;parity=-;kronigParity=e,#,0.0,0.06777,0.00521,-0.007593,#,#,0.0
 21 6375.253672 2.382E-30 1.265E-03.06790.084 3139.28040.74-.006251       5 3 3 02       0 4 4 01                    R 34e     466663342910 9 711    71.0   69.0,17659810,ElecStateLabel=X;v1=5;v2=3;l2=3;v3=0;J=35;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=34;r=1;parity=+;kronigParity=e,#,-0.005855,0.06815,0.00534,-0.006251,#,#,-0.005855
 21 6375.258171 1.576E-30 2.842E-02.06470.071 3956.38720.73-.008655       5 0 0 12       2 0 0 01                    R 54e     465553342910 9 711   111.0  109.0,17659809,ElecStateLabel=X;v1=5;v2=0;l2=0;v3=1;J=55;r=2;kronigParity=e,ElecStateLabel=X;v1=2;v2=0;l2=0;v3=0;J=54;r=1;parity=+;kronigParity=e,#,-0.011334,0.06469,0.0052,-0.008655,#,#,-0.011334
 22 6375.273885 4.310E-29 1.147E-05.09500.127    0.00000.69-.003626       1 1 1 22       0 0 0 01                    R  0e     366663243110 9 711     6.0    2.0,18540536,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=2;J=1;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=0;r=1;parity=+;kronigParity=e,#,-0.067801,0.09551,0.00731,-0.003626,#,#,-0.067801
 21 6375.275931 3.338E-30 3.265E-05.06900.089 2272.30520.73-.008012       3 0 0 24       1 1 1 02                    P 29e     466663342910 9 711    57.0   59.0,17659811,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=2;J=28;r=4;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=29;r=2;parity=-;kronigParity=e,#,0.0,0.06968,0.00567,-0.008012,#,#,0.0
 22 6375.281661 1.600E-27 2.225E-03.06990.092  923.06460.73-.006909       3 1 1 11       0 1 1 01                    P 26f     366663243010 9 711   102.0  106.0,18540537,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=25;r=1;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=26;r=1;parity=-;kronigParity=f,#,0.0,0.07052,0.00591,-0.006909,#,#,0.0
 21 6375.286112 1.755E-24 7.324E-03.06640.077  772.11070.74-.008028       3 0 0 12       0 0 0 01                    R 44e     986563344510 9 711    91.0   89.0,17659812,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=45;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=44;r=1;parity=+;kronigParity=e,#,-0.011537,0.06654,0.00514,-0.00702,#,#,-0.011537
 23 6375.295444 1.617E-30 1.701E-04.07700.104 1316.84870.68-.005134       4 0 0 12       1 0 0 02                    R 12e     366663243210 9 711    27.0   25.0,18540538,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=13;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=12;r=2;parity=+;kronigParity=e,#,0.0,0.07717,0.00715,-0.005134,#,#,0.0
 21 6375.342727 8.027E-28 6.490E-03.07170.095 2184.49500.71-.006164       3 3 3 12       0 3 3 01                    R 21e     466663342910 9 711    45.0   43.0,17659813,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=22;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=21;r=1;parity=-;kronigParity=e,#,-0.005199,0.07162,0.00627,-0.006164,#,#,-0.005199
